Date,Open,High,Low,Close,Adj Close,Volume
2014-04-03,173.3300018310547,173.3699951171875,172.32000732421875,172.82000732421875,144.1731414794922,718300
2014-04-04,173.77000427246094,173.82000732421875,170.52999877929688,170.74000549316406,142.43788146972656,2270800
2014-04-07,170.36000061035156,170.64999389648438,168.57000732421875,168.89999389648438,140.90292358398438,1645000
2014-04-08,168.7899932861328,169.8800048828125,168.22000122070312,169.60000610351562,141.4869384765625,2064000
2014-04-09,170.0800018310547,171.4600067138672,169.61000061035156,171.42999267578125,143.0135498046875,768800
2014-04-10,171.4199981689453,171.49000549316406,167.6199951171875,167.77000427246094,139.96018981933594,1286900
2014-04-11,166.9199981689453,168.0500030517578,166.11000061035156,166.25999450683594,138.70054626464844,1762400
2014-04-14,167.5800018310547,168.0,166.25999450683594,167.60000610351562,139.81846618652344,1456600
2014-04-15,167.97999572753906,168.8699951171875,166.3300018310547,168.75999450683594,140.78611755371094,2160100
2014-04-16,169.9199981689453,170.5500030517578,169.19000244140625,170.5399932861328,142.27105712890625,2410000
2014-04-17,170.35000610351562,171.24000549316406,170.02999877929688,170.74000549316406,142.43788146972656,925500
2014-04-21,170.85000610351562,171.4199981689453,170.66000366210938,171.3699951171875,142.9634552001953,804400
2014-04-22,171.57000732421875,172.6199951171875,171.49000549316406,172.1199951171875,143.5891876220703,1053300
2014-04-23,172.08999633789062,172.16000366210938,171.64999389648438,171.7100067138672,143.2471160888672,724500
2014-04-24,172.6300048828125,172.6300048828125,171.3000030517578,172.08999633789062,143.56410217285156,543900
2014-04-25,171.5500030517578,171.6300048828125,170.32000732421875,170.7100067138672,142.4128875732422,1357900
2014-04-28,171.38999938964844,171.9600067138672,169.49000549316406,171.22999572753906,142.8467254638672,647800
2014-04-29,171.7899932861328,172.2899932861328,171.42999267578125,172.0500030517578,143.53079223632812,1065900
2014-04-30,171.75,172.7100067138672,171.5,172.58999633789062,143.9812469482422,605300
2014-05-01,172.5,173.02999877929688,172.02999877929688,172.60000610351562,143.98960876464844,623900
2014-05-02,172.55999755859375,173.25999450683594,172.05999755859375,172.32000732421875,143.75595092773438,754800
2014-05-05,171.49000549316406,172.72000122070312,171.02000427246094,172.67999267578125,144.05636596679688,792600
2014-05-06,172.27000427246094,172.3800048828125,171.11000061035156,171.17999267578125,142.80499267578125,567700
2014-05-07,171.72999572753906,172.22000122070312,170.44000244140625,172.19000244140625,143.6475830078125,1160600
2014-05-08,171.9600067138672,173.1999969482422,171.42999267578125,171.97999572753906,143.47235107421875,1390700
2014-05-09,171.97999572753906,172.2899932861328,171.1999969482422,172.27999877929688,143.72267150878906,955400
2014-05-12,172.9600067138672,173.97999572753906,172.9600067138672,173.91000366210938,145.0824737548828,780100
2014-05-13,174.08999633789062,174.49000549316406,173.88999938964844,174.07000732421875,145.21592712402344,994800
2014-05-14,173.91000366210938,173.97000122070312,173.0,173.22999572753906,144.51513671875,1335700
2014-05-15,172.89999389648438,172.92999267578125,170.8699951171875,171.6699981689453,143.21376037597656,3191100
2014-05-16,171.8000030517578,172.36000061035156,171.10000610351562,172.33999633789062,143.77267456054688,699600
2014-05-19,171.97999572753906,173.10000610351562,171.80999755859375,172.92999267578125,144.26487731933594,926900
2014-05-20,172.86000061035156,172.8800048828125,171.41000366210938,171.7899932861328,143.3138427734375,669400
2014-05-21,172.36000061035156,173.3699951171875,172.30999755859375,173.27999877929688,144.55691528320312,991300
2014-05-22,173.35000610351562,174.05999755859375,173.05999755859375,173.75,144.94894409179688,859000
2014-05-23,173.91000366210938,174.5399932861328,173.82000732421875,174.47000122070312,145.54965209960938,613900
2014-05-27,175.08999633789062,175.5500030517578,175.0,175.5,146.40884399414062,890000
2014-05-28,175.52000427246094,175.7899932861328,175.08999633789062,175.32000732421875,146.2587432861328,990900
2014-05-29,175.82000732421875,176.32000732421875,175.3699951171875,176.32000732421875,147.09300231933594,541000
2014-05-30,176.16000366210938,176.69000244140625,175.97999572753906,176.5500030517578,147.2848663330078,874700
2014-06-02,176.8300018310547,176.85000610351562,175.94000244140625,176.7899932861328,147.4850616455078,1620200
2014-06-03,176.35000610351562,176.7899932861328,176.22000122070312,176.67999267578125,147.39329528808594,1252900
2014-06-04,176.3699951171875,177.14999389648438,176.1999969482422,177.0,147.66024780273438,984900
2014-06-05,177.24000549316406,178.3800048828125,176.6300048828125,178.1999969482422,148.6613311767578,853600
2014-06-06,178.6199951171875,179.08999633789062,178.52000427246094,179.0500030517578,149.37042236328125,586800
2014-06-09,179.0399932861328,179.69000244140625,178.8699951171875,179.22999572753906,149.52059936523438,461800
2014-06-10,179.02999877929688,179.3000030517578,178.66000366210938,179.27000427246094,149.55398559570312,959900
2014-06-11,178.63999938964844,178.82000732421875,178.25,178.69000244140625,149.0701141357422,558100
2014-06-12,178.4199981689453,178.52000427246094,176.97999572753906,177.36000061035156,147.9605712890625,891400
2014-06-13,177.72999572753906,178.07000732421875,177.1699981689453,177.9199981689453,148.42774963378906,731200
2014-06-16,177.69000244140625,178.41000366210938,177.5,178.07000732421875,148.5529022216797,756700
2014-06-17,177.8300018310547,178.67999267578125,177.6300048828125,178.5399932861328,148.94500732421875,2934400
2014-06-18,178.58999633789062,179.97000122070312,178.1699981689453,179.8699951171875,150.05453491210938,501900
2014-06-19,180.0399932861328,180.2100067138672,179.50999450683594,180.08999633789062,150.23806762695312,746900
2014-06-20,180.50999450683594,180.57000732421875,180.25,180.4499969482422,150.53836059570312,830300
2014-06-23,179.6999969482422,179.72999572753906,179.27000427246094,179.55999755859375,150.47048950195312,737700
2014-06-24,179.2899932861328,180.13999938964844,178.30999755859375,178.5,149.5821990966797,391700
2014-06-25,178.13999938964844,179.49000549316406,178.1300048828125,179.25999450683594,150.21913146972656,586000
2014-06-26,179.36000061035156,179.3800048828125,177.97999572753906,179.1699981689453,150.14369201660156,676800
2014-06-27,178.7899932861328,179.55999755859375,178.69000244140625,179.47999572753906,150.40342712402344,1032300
2014-06-30,179.42999267578125,179.82000732421875,179.27999877929688,179.42999267578125,150.36151123046875,1261200
2014-07-01,179.8800048828125,181.19000244140625,179.8300018310547,180.69000244140625,151.41744995117188,1199000
2014-07-02,180.6699981689453,181.02999877929688,180.57000732421875,180.82000732421875,151.5264129638672,511500
2014-07-03,181.30999755859375,181.77999877929688,181.1999969482422,181.72999572753906,152.28892517089844,327900
2014-07-07,181.3800048828125,181.5,180.83999633789062,181.13999938964844,151.79452514648438,1151800
2014-07-08,180.77000427246094,180.82000732421875,179.5,179.97000122070312,150.81410217285156,749400
2014-07-09,180.36000061035156,180.8800048828125,180.0,180.72000122070312,151.44253540039062,930300
2014-07-10,179.00999450683594,180.47000122070312,178.83999633789062,180.02999877929688,150.86436462402344,614600
2014-07-11,179.94000244140625,180.36000061035156,179.50999450683594,180.27000427246094,151.0654754638672,520400
2014-07-14,181.1999969482422,181.41000366210938,181.02000427246094,181.16000366210938,151.81124877929688,493100
2014-07-15,181.25,181.6300048828125,180.05999755859375,180.85000610351562,151.55148315429688,1207000
2014-07-16,181.64999389648438,181.75999450683594,181.00999450683594,181.5399932861328,152.12969970703125,539400
2014-07-17,180.9600067138672,181.6199951171875,179.19000244140625,179.41000366210938,150.34481811523438,1103900
2014-07-18,180.02000427246094,181.44000244140625,179.94000244140625,181.3000030517578,151.92860412597656,571500
2014-07-21,180.7100067138672,181.0800018310547,180.1300048828125,180.91000366210938,151.60179138183594,866000
2014-07-22,181.5800018310547,182.0399932861328,181.4199981689453,181.72000122070312,152.28054809570312,1509500
2014-07-23,182.0,182.32000732421875,181.63999938964844,182.14999389648438,152.6409454345703,750900
2014-07-24,182.36000061035156,182.5,181.97000122070312,182.14999389648438,152.6409454345703,535800
2014-07-25,181.64999389648438,181.77000427246094,180.94000244140625,181.27999877929688,151.9118194580078,635700
2014-07-28,181.35000610351562,181.60000610351562,180.27999877929688,181.36000061035156,151.97886657714844,485700
2014-07-29,181.6999969482422,181.88999938964844,180.57000732421875,180.58999633789062,151.33364868164062,639000
2014-07-30,181.22000122070312,181.44000244140625,179.86000061035156,180.58999633789062,151.33364868164062,1128500
2014-07-31,179.35000610351562,179.5,176.9600067138672,176.9600067138672,148.29164123535156,2430500
2014-08-01,176.52000427246094,177.6199951171875,175.64999389648438,176.52999877929688,147.93136596679688,3398000
2014-08-04,176.80999755859375,178.11000061035156,176.07000732421875,177.77000427246094,148.97047424316406,2212000
2014-08-05,177.0399932861328,177.47999572753906,175.39999389648438,175.97000122070312,147.4620819091797,1251300
2014-08-06,175.1999969482422,176.82000732421875,175.17999267578125,176.0800018310547,147.55426025390625,1185800
2014-08-07,176.89999389648438,177.0399932861328,174.6999969482422,175.1300048828125,146.75819396972656,1527100
2014-08-08,175.49000549316406,177.27000427246094,175.10000610351562,177.16000366210938,148.4592742919922,1209900
2014-08-11,177.8699951171875,178.47000122070312,177.61000061035156,177.66000366210938,148.87826538085938,1191200
2014-08-12,177.47000122070312,177.99000549316406,176.89999389648438,177.4499969482422,148.70230102539062,513900
2014-08-13,178.14999389648438,178.8300018310547,177.8699951171875,178.6999969482422,149.74981689453125,781600
2014-08-14,178.9199981689453,179.47999572753906,178.77000427246094,179.47999572753906,150.40342712402344,842000
2014-08-15,180.14999389648438,180.3000030517578,178.17999267578125,179.42999267578125,150.36151123046875,1694300
2014-08-18,180.4600067138672,181.02999877929688,180.33999633789062,180.9199981689453,151.61016845703125,1039100
2014-08-19,181.39999389648438,182.02999877929688,181.22999572753906,181.8800048828125,152.41461181640625,583000
2014-08-20,181.66000366210938,182.61000061035156,181.64999389648438,182.3800048828125,152.83367919921875,1507800
2014-08-21,182.5800018310547,183.1699981689453,182.4199981689453,182.89999389648438,153.2694091796875,756600
2014-08-22,182.8000030517578,183.08999633789062,182.24000549316406,182.61000061035156,153.0264129638672,656500
2014-08-25,183.5399932861328,183.86000061035156,183.27000427246094,183.55999755859375,153.82247924804688,1097200
2014-08-26,183.72000122070312,184.1699981689453,183.64999389648438,183.7100067138672,153.9482421875,749500
2014-08-27,183.80999755859375,183.89999389648438,183.33999633789062,183.67999267578125,153.9230499267578,602600
2014-08-28,183.02000427246094,183.6199951171875,182.85000610351562,183.5399932861328,153.80569458007812,447700
2014-08-29,183.8300018310547,184.05999755859375,183.22999572753906,183.99000549316406,154.18284606933594,617200
2014-09-02,184.3000030517578,184.3000030517578,183.27000427246094,183.94000244140625,154.1409149169922,553800
2014-09-03,184.64999389648438,184.67999267578125,183.58999633789062,183.86000061035156,154.0738983154297,627600
2014-09-04,184.1199951171875,184.82000732421875,183.10000610351562,183.55999755859375,153.82247924804688,536700
2014-09-05,183.52999877929688,184.47000122070312,182.8800048828125,184.44000244140625,154.5598907470703,502300
2014-09-08,184.24000549316406,184.4600067138672,183.39999389648438,183.97000122070312,154.166015625,635900
2014-09-09,183.7899932861328,183.8800048828125,182.41000366210938,182.77999877929688,153.16883850097656,515300
2014-09-10,182.88999938964844,183.5500030517578,182.27000427246094,183.5,153.77215576171875,849800
2014-09-11,182.75,183.6999969482422,182.61000061035156,183.6699981689453,153.91468811035156,525700
2014-09-12,183.49000549316406,183.50999450683594,182.0800018310547,182.5800018310547,153.00123596191406,724000
2014-09-15,182.63999938964844,182.74000549316406,181.88999938964844,182.4600067138672,152.9006805419922,1021700
2014-09-16,182.11000061035156,184.1199951171875,182.0,183.82000732421875,154.04034423828125,565100
2014-09-17,184.11000061035156,184.9199981689453,183.1999969482422,184.0800018310547,154.2582244873047,975000
2014-09-18,184.64999389648438,185.05999755859375,184.42999267578125,185.0399932861328,155.06268310546875,740000
2014-09-19,185.63999938964844,185.83999633789062,184.5800018310547,184.86000061035156,154.91188049316406,964000
2014-09-22,183.6999969482422,183.74000549316406,182.22999572753906,182.55999755859375,153.71290588378906,836700
2014-09-23,181.9499969482422,182.6999969482422,181.50999450683594,181.52999877929688,152.8456573486328,752200
2014-09-24,181.6199951171875,183.07000732421875,181.1199951171875,182.99000549316406,154.07492065429688,968500
2014-09-25,182.5,182.52000427246094,179.99000549316406,180.0500030517578,151.5995330810547,1603000
2014-09-26,180.36000061035156,181.8800048828125,180.1300048828125,181.5,152.8203887939453,916900
2014-09-29,179.92999267578125,181.4499969482422,179.77000427246094,181.13999938964844,152.5172576904297,1482800
2014-09-30,181.3000030517578,181.80999755859375,180.2899932861328,180.58999633789062,152.05421447753906,767700
2014-10-01,180.33999633789062,180.4199981689453,177.80999755859375,178.22000122070312,150.05865478515625,2380200
2014-10-02,178.0500030517578,178.8300018310547,176.39999389648438,178.2100067138672,150.05032348632812,1263800
2014-10-03,179.47999572753906,180.5500030517578,178.8800048828125,180.1999969482422,151.72576904296875,1217400
2014-10-06,180.94000244140625,181.17999267578125,179.36000061035156,179.97999572753906,151.54058837890625,1307000
2014-10-07,179.0500030517578,179.4499969482422,177.1999969482422,177.22000122070312,149.21664428710938,930600
2014-10-08,177.3300018310547,180.5399932861328,176.3800048828125,180.32000732421875,151.82684326171875,1897500
2014-10-09,180.0,180.22000122070312,176.60000610351562,176.67999267578125,148.7620391845703,1428600
2014-10-10,176.64999389648438,177.5500030517578,174.66000366210938,174.6999969482422,147.09486389160156,2469900
2014-10-13,174.6300048828125,175.25,171.72999572753906,171.8300018310547,144.67843627929688,2109200
2014-10-14,172.72999572753906,174.02000427246094,171.5,172.11000061035156,144.91412353515625,2431300
2014-10-15,169.8000030517578,171.3000030517578,166.85000610351562,170.8300018310547,143.83636474609375,5460300
2014-10-16,167.82000732421875,171.9499969482422,167.67999267578125,170.72000122070312,143.74375915527344,4452600
2014-10-17,172.72999572753906,173.97999572753906,172.0399932861328,172.8300018310547,145.52035522460938,2259400
2014-10-20,172.52999877929688,174.60000610351562,172.4499969482422,174.52999877929688,146.95172119140625,1379400
2014-10-21,175.77999877929688,178.0399932861328,175.58999633789062,177.9199981689453,149.8060760498047,2884200
2014-10-22,178.2899932861328,178.72000122070312,176.61000061035156,176.7100067138672,148.78726196289062,2374200
2014-10-23,178.4499969482422,179.85000610351562,178.1699981689453,178.74000549316406,150.49652099609375,1812400
2014-10-24,179.02999877929688,180.1699981689453,178.36000061035156,180.0800018310547,151.62474060058594,1152600
2014-10-27,179.50999450683594,180.1300048828125,178.8699951171875,179.85000610351562,151.43113708496094,1476000
2014-10-28,180.49000549316406,181.94000244140625,180.39999389648438,181.9199981689453,153.17398071289062,1330000
2014-10-29,182.02999877929688,182.5800018310547,180.47000122070312,181.7100067138672,152.99716186523438,1600700
2014-10-30,181.1699981689453,183.3300018310547,181.0500030517578,182.86000061035156,153.96543884277344,1588900
2014-10-31,185.02000427246094,185.0500030517578,184.10000610351562,184.92999267578125,155.7084197998047,1946100
2014-11-03,185.1999969482422,185.6199951171875,184.60000610351562,185.0399932861328,155.80096435546875,2270000
2014-11-04,184.55999755859375,184.85000610351562,183.4499969482422,184.3800048828125,155.2452850341797,1639400
2014-11-05,185.74000549316406,185.77999877929688,184.74000549316406,185.58999633789062,156.26406860351562,1826500
2014-11-06,185.57000732421875,186.3800048828125,184.89999389648438,186.33999633789062,156.89559936523438,1758600
2014-11-07,186.33999633789062,186.67999267578125,185.8000030517578,186.5,157.0303192138672,1396400
2014-11-10,186.47999572753906,187.10000610351562,186.27000427246094,187.05999755859375,157.50184631347656,1876400
2014-11-11,187.13999938964844,187.33999633789062,186.77999877929688,187.24000549316406,157.65338134765625,1031600
2014-11-12,186.49000549316406,187.27999877929688,186.4600067138672,187.08999633789062,157.52706909179688,2742900
2014-11-13,187.24000549316406,187.83999633789062,186.3800048828125,187.25999450683594,157.67019653320312,1163600
2014-11-14,187.19000244140625,187.52999877929688,186.85000610351562,187.3300018310547,157.72914123535156,1464500
2014-11-17,186.92999267578125,187.58999633789062,186.75999450683594,187.42999267578125,157.81338500976562,584600
2014-11-18,187.47999572753906,188.82000732421875,187.47999572753906,188.50999450683594,158.72268676757812,1252600
2014-11-19,188.25,188.47999572753906,187.3699951171875,188.1699981689453,158.4364013671875,1880800
2014-11-20,187.2899932861328,188.63999938964844,187.2899932861328,188.50999450683594,158.72268676757812,866800
2014-11-21,190.42999267578125,190.47999572753906,188.9499969482422,189.57000732421875,159.61521911621094,1586200
2014-11-24,190.02000427246094,190.2100067138672,189.77000427246094,190.05999755859375,160.02777099609375,1365900
2014-11-25,190.33999633789062,190.55999755859375,189.66000366210938,190.0,159.97726440429688,1736700
2014-11-26,190.10000610351562,190.52000427246094,189.8800048828125,190.44000244140625,160.3477020263672,824400
2014-11-28,190.3000030517578,190.6300048828125,189.75999450683594,190.02999877929688,160.0025177001953,430200
2014-12-01,189.2899932861328,189.38999938964844,188.36000061035156,188.72999572753906,158.907958984375,2083600
2014-12-02,188.7100067138672,190.1300048828125,188.7100067138672,189.9199981689453,159.90988159179688,1446800
2014-12-03,190.10000610351562,190.8800048828125,189.97000122070312,190.64999389648438,160.52455139160156,2240100
2014-12-04,190.35000610351562,190.99000549316406,189.57000732421875,190.4600067138672,160.3645782470703,1573000
2014-12-05,190.64999389648438,191.19000244140625,190.35000610351562,190.8000030517578,160.6508331298828,2215900
2014-12-08,190.35000610351562,190.8300018310547,188.85000610351562,189.5,159.55625915527344,1527800
2014-12-09,187.42999267578125,189.47000122070312,186.97999572753906,189.35000610351562,159.42999267578125,1763100
2014-12-10,188.86000061035156,188.86000061035156,186.10000610351562,186.3800048828125,156.9293212890625,1749800
2014-12-11,186.97999572753906,189.07000732421875,186.80999755859375,187.25,157.66180419921875,1972600
2014-12-12,186.0,186.89999389648438,184.1699981689453,184.2100067138672,155.10220336914062,2614400
2014-12-15,185.25999450683594,185.72000122070312,182.27000427246094,182.92999267578125,154.02438354492188,2801400
2014-12-16,182.10000610351562,185.5399932861328,181.44000244140625,181.52000427246094,152.83721923828125,3837500
2014-12-17,181.97000122070312,185.5500030517578,181.83999633789062,185.17999267578125,155.9188995361328,5588600
2014-12-18,186.74000549316406,188.5800018310547,186.0,188.5500030517578,158.75643920898438,3820200
2014-12-19,189.2899932861328,190.1300048828125,188.58999633789062,189.4199981689453,159.4888458251953,1800800
2014-12-22,189.57000732421875,190.25999450683594,189.33999633789062,190.25999450683594,160.1961669921875,3005800
2014-12-23,190.94000244140625,190.97000122070312,190.3000030517578,190.5500030517578,160.4403839111328,1926800
2014-12-24,190.80999755859375,191.0500030517578,190.5,190.52999877929688,160.42355346679688,952700
2014-12-26,191.05999755859375,191.52000427246094,190.99000549316406,191.14999389648438,160.945556640625,650300
2014-12-29,190.97000122070312,191.6300048828125,190.89999389648438,191.4199981689453,161.17283630371094,878600
2014-12-30,190.9499969482422,191.08999633789062,190.3000030517578,190.3800048828125,160.2972412109375,3224500
2014-12-31,190.75,190.91000366210938,188.3800048828125,188.39999389648438,158.6300506591797,1366000
2015-01-02,189.2899932861328,189.72000122070312,187.25999450683594,188.39999389648438,158.6300506591797,1865000
2015-01-05,187.25999450683594,187.41000366210938,184.66000366210938,185.08999633789062,155.84312438964844,2734700
2015-01-06,185.3699951171875,185.8800048828125,182.36000061035156,183.27000427246094,154.3106689453125,2245300
2015-01-07,184.72999572753906,185.91000366210938,184.22999572753906,185.55999755859375,156.23883056640625,2305600
2015-01-08,187.1300048828125,189.0500030517578,187.07000732421875,188.82000732421875,158.98373413085938,1740600
2015-01-09,189.3000030517578,189.33999633789062,186.64999389648438,187.22999572753906,157.64498901367188,2525200
2015-01-12,187.4600067138672,187.60000610351562,185.19000244140625,185.83999633789062,156.47459411621094,1847500
2015-01-13,187.22000122070312,188.41000366210938,183.89999389648438,185.35000610351562,156.06201171875,2158500
2015-01-14,183.10000610351562,184.39999389648438,182.11000061035156,184.25999450683594,155.14422607421875,5216300
2015-01-15,184.8800048828125,185.25,182.39999389648438,182.5399932861328,153.69606018066406,1940700
2015-01-16,182.30999755859375,185.0800018310547,182.08999633789062,184.8000030517578,155.59890747070312,1472800
2015-01-20,185.6199951171875,185.89999389648438,183.5800018310547,185.25999450683594,155.98626708984375,1637600
2015-01-21,184.77000427246094,186.74000549316406,184.3000030517578,186.22999572753906,156.80299377441406,1586500
2015-01-22,187.08999633789062,189.14999389648438,185.60000610351562,189.0800018310547,159.20263671875,6074900
2015-01-23,188.72000122070312,189.02000427246094,187.7899932861328,188.0399932861328,158.32696533203125,3109800
2015-01-26,187.7899932861328,188.50999450683594,186.92999267578125,188.41000366210938,158.63851928710938,2018000
2015-01-27,186.13999938964844,187.17999267578125,185.02000427246094,185.94000244140625,156.55882263183594,1979100
2015-01-28,187.27000427246094,187.32000732421875,183.35000610351562,183.49000549316406,154.49591064453125,2530800
2015-01-29,183.74000549316406,185.52999877929688,182.2100067138672,185.27000427246094,155.99465942382812,4338200
2015-01-30,183.9600067138672,185.3800048828125,182.6300048828125,182.99000549316406,154.07492065429688,2302500
2015-02-02,183.5,185.25999450683594,181.47000122070312,185.08999633789062,155.84312438964844,3397800
2015-02-03,186.1300048828125,187.86000061035156,185.7899932861328,187.7899932861328,158.1165008544922,1435000
2015-02-04,187.02999877929688,188.35000610351562,186.64999389648438,187.14999389648438,157.5775604248047,1861200
2015-02-05,187.88999938964844,189.19000244140625,187.85000610351562,189.0500030517578,159.1773681640625,1033800
2015-02-06,189.49000549316406,190.0500030517578,187.94000244140625,188.52000427246094,158.7311553955078,1454700
2015-02-09,187.80999755859375,188.58999633789062,187.22000122070312,187.66000366210938,158.00704956054688,2289300
2015-02-10,188.82000732421875,189.92999267578125,187.85000610351562,189.66000366210938,159.69100952148438,1798000
2015-02-11,189.50999450683594,190.22999572753906,188.77999877929688,189.7899932861328,159.8004150390625,1744400
2015-02-12,190.6999969482422,191.64999389648438,190.47000122070312,191.5500030517578,161.28231811523438,2008500
2015-02-13,191.72000122070312,192.44000244140625,191.4600067138672,192.38999938964844,161.98959350585938,1073100
2015-02-17,192.07000732421875,192.8800048828125,191.7899932861328,192.6999969482422,162.2505645751953,1700400
2015-02-18,192.27999877929688,192.77999877929688,192.0,192.74000549316406,162.28431701660156,1863000
2015-02-19,192.08999633789062,192.97000122070312,191.88999938964844,192.61000061035156,162.17483520507812,1017600
2015-02-20,192.1300048828125,193.82000732421875,191.4499969482422,193.77999877929688,163.16000366210938,1374000
2015-02-23,193.49000549316406,193.72999572753906,193.02999877929688,193.72999572753906,163.1178741455078,1497700
2015-02-24,193.69000244140625,194.49000549316406,193.42999267578125,194.3000030517578,163.59786987304688,1244200
2015-02-25,194.13999938964844,194.64999389648438,193.7100067138672,194.08999633789062,163.42095947265625,1983600
2015-02-26,193.99000549316406,194.14999389648438,193.2100067138672,193.8699951171875,163.23574829101562,994200
2015-02-27,193.77000427246094,194.0500030517578,193.19000244140625,193.1999969482422,162.67156982421875,966600
2015-03-02,193.30999755859375,194.47000122070312,193.3000030517578,194.47000122070312,163.74093627929688,1016600
2015-03-03,193.9600067138672,194.02000427246094,192.69000244140625,193.63999938964844,163.0420684814453,1388100
2015-03-04,193.0,193.0500030517578,191.72999572753906,192.8300018310547,162.3601531982422,1497500
2015-03-05,193.14999389648438,193.3300018310547,192.47999572753906,193.0399932861328,162.53688049316406,1135800
2015-03-06,192.0,192.5500030517578,189.94000244140625,190.30999755859375,160.23828125,1815600
2015-03-09,190.52000427246094,191.47000122070312,190.4199981689453,191.1199951171875,160.92022705078125,1132000
2015-03-10,189.57000732421875,189.6300048828125,187.97000122070312,187.97999572753906,158.27642822265625,2390500
2015-03-11,188.25999450683594,188.47000122070312,187.47000122070312,187.5399932861328,157.90599060058594,1857500
2015-03-12,188.2100067138672,190.0,188.1999969482422,189.9600067138672,159.943603515625,2646900
2015-03-13,189.67999267578125,189.7899932861328,187.6199951171875,188.8000030517578,158.9668731689453,1792200
2015-03-16,189.58999633789062,191.3800048828125,189.5500030517578,191.3800048828125,161.13919067382812,1054700
2015-03-17,190.47999572753906,191.1300048828125,189.8300018310547,190.72999572753906,160.59188842773438,1460900
2015-03-18,190.1699981689453,193.75999450683594,189.49000549316406,193.0,162.50320434570312,2287400
2015-03-19,192.55999755859375,192.85000610351562,191.75,192.11000061035156,161.7538299560547,1372000
2015-03-20,193.19000244140625,194.38999938964844,193.1300048828125,193.85000610351562,163.21885681152344,1350100
2015-03-23,192.85000610351562,193.49000549316406,192.49000549316406,192.52000427246094,162.9261016845703,707100
2015-03-24,192.3800048828125,192.85000610351562,191.3300018310547,191.39999389648438,161.978271484375,1587700
2015-03-25,191.63999938964844,191.8699951171875,188.57000732421875,188.61000061035156,159.6171875,1216700
2015-03-26,187.8800048828125,189.14999389648438,187.14999389648438,188.13999938964844,159.2193603515625,1906200
2015-03-27,188.0399932861328,188.77999877929688,187.8300018310547,188.52999877929688,159.54942321777344,1837000
2015-03-30,189.75,191.19000244140625,189.72000122070312,190.8800048828125,161.5382080078125,1414700
2015-03-31,189.97999572753906,191.77999877929688,189.1699981689453,189.1999969482422,160.11643981933594,2765200
2015-04-01,189.1699981689453,189.1699981689453,187.47000122070312,188.58999633789062,159.60018920898438,3379900
2015-04-02,188.47000122070312,189.69000244140625,188.27000427246094,189.14999389648438,160.07412719726562,1803500
2015-04-06,188.22999572753906,191.0399932861328,188.08999633789062,190.47999572753906,161.19969177246094,1242500
2015-04-07,190.47999572753906,191.3300018310547,189.97000122070312,189.97000122070312,160.76809692382812,1372300
2015-04-08,190.24000549316406,191.05999755859375,189.80999755859375,190.66000366210938,161.35205078125,1412100
2015-04-09,190.4499969482422,191.7100067138672,189.9600067138672,191.49000549316406,162.05442810058594,794800
2015-04-10,191.74000549316406,192.57000732421875,191.5399932861328,192.5399932861328,162.9429931640625,1056900
2015-04-13,192.36000061035156,193.0399932861328,191.60000610351562,191.6699981689453,162.20677185058594,1227800
2015-04-14,191.4199981689453,192.22000122070312,190.77000427246094,192.02000427246094,162.5029754638672,2647800
2015-04-15,192.5399932861328,193.4199981689453,192.4499969482422,192.89999389648438,163.24766540527344,934900
2015-04-16,192.5500030517578,193.3699951171875,192.3000030517578,192.8300018310547,163.18846130371094,823300
2015-04-17,191.52999877929688,191.77000427246094,189.75,190.58999633789062,161.2928009033203,2059300
2015-04-20,191.6699981689453,192.6999969482422,191.5500030517578,192.3300018310547,162.76528930664062,1430300
2015-04-21,193.11000061035156,193.25999450683594,191.8000030517578,192.13999938964844,162.6045379638672,1089500
2015-04-22,192.49000549316406,193.27999877929688,191.5,193.08999633789062,163.40847778320312,1125400
2015-04-23,192.64999389648438,194.25999450683594,192.5,193.58999633789062,163.8316192626953,956400
2015-04-24,194.02000427246094,194.2899932861328,193.52000427246094,193.97999572753906,164.1616973876953,978300
2015-04-27,194.6300048828125,194.74000549316406,193.0,193.2100067138672,163.5100555419922,898200
2015-04-28,193.1699981689453,193.85000610351562,191.94000244140625,193.80999755859375,164.0177764892578,1103800
2015-04-29,192.80999755859375,193.66000366210938,192.13999938964844,193.02000427246094,163.3492431640625,1408900
2015-04-30,192.39999389648438,192.8000030517578,190.32000732421875,191.10000610351562,161.72439575195312,2506100
2015-05-01,191.9600067138672,193.17999267578125,191.85000610351562,193.10000610351562,163.41693115234375,1921200
2015-05-04,193.63999938964844,194.30999755859375,193.5,193.6999969482422,163.92469787597656,1060000
2015-05-05,193.39999389648438,193.8000030517578,191.3300018310547,191.44000244140625,162.01211547851562,1138300
2015-05-06,192.08999633789062,192.38999938964844,189.52999877929688,190.6699981689453,161.36050415039062,1588100
2015-05-07,190.58999633789062,191.89999389648438,190.24000549316406,191.44000244140625,162.01211547851562,1320700
2015-05-08,193.3000030517578,194.17999267578125,193.22999572753906,193.9499969482422,164.13623046875,1322900
2015-05-11,193.92999267578125,194.1999969482422,192.9600067138672,193.02000427246094,163.3492431640625,1090100
2015-05-12,192.14999389648438,193.07000732421875,191.22999572753906,192.4600067138672,162.87535095214844,1852700
2015-05-13,192.9600067138672,193.61000061035156,192.25999450683594,192.52000427246094,162.9261016845703,589000
